vi vj e
37 62 1
37 63 0
38 54 1
38 55 1
38 56 1
38 57 1
38 58 0
38 59 1
38 60 1
38 61 0
38 62 0
38 63 1
39 54 0
39 55 0
39 56 1
39 57 1
39 58 0
39 59 1
39 60 1
39 61 0
39 62 1
39 63 0
40 54 1
40 55 1
40 56 1
40 57 1
40 58 0
40 59 0
40 60 0
40 61 1
40 62 1
40 63 1
41 54 0
41 55 1
41 56 0
41 57 0
41 58 1
41 59 0
41 60 1
41 61 0
41 62 0
41 63 1
42 54 1
42 55 0
42 56 0
42 57 1
42 58 0
42 59 1
42 60 0
42 61 1
42 62 0
42 63 1
43 54 0
43 55 0
43 56 0
43 57 0
43 58 0
43 59 0
43 60 1
43 61 1
43 62 0
43 63 1
44 54 1
44 55 1
44 56 0
44 57 0
44 58 1
44 59 1
44 60 1
44 61 0
44 62 1
44 63 1
45 54 1
45 55 1
45 56 1
45 57 1
45 58 0
45 59 0
45 60 1
45 61 0
45 62 0
45 63 1
46 54 0
46 55 0
46 56 1
46 57 0
46 58 0
46 59 0
46 60 0
46 61 1
46 62 1
46 63 0
47 54 1
47 55 1
47 56 0
47 57 0
47 58 0
47 59 0
47 60 1
47 61 1
47 62 1
47 63 1
48 54 1
48 55 0
48 56 0
48 57 1
48 58 0
48 59 1
48 60 0
48 61 1
48 62 1
48 63 1
49 54 0
49 55 0
49 56 1
49 57 1
49 58 1
49 59 1
49 60 0
49 61 0
49 62 1
49 63 1
50 54 1
50 55 0
50 56 0
50 57 0
50 58 1
50 59 0
50 60 1
50 61 0
50 62 1
50 63 1
51 54 1
51 55 1
51 56 1
51 57 0
51 58 0
51 59 1
51 60 0
51 61 0
51 62 0
51 63 1
52 54 0
52 55 0
52 56 1
52 57 1
52 58 0
52 59 1
52 60 0
52 61 0
52 62 0
52 63 1
53 54 1
53 55 0
53 56 0
53 57 0
53 58 1
53 59 1
53 60 1
53 61 1
53 62 0
53 63 1
